GeneID	Common name	chrom	Strand	TSS	TTS	
YNL336W	COS1	chrXIV	+	8228	9653	
Unit515		chrXIV	-	11087	10429	
YNL335W		chrXIV	+	11350	12307	
YNL334C	SNO2	chrXIV	-	12978	12030	
YNL333W	SNZ2	chrXIV	+	13165	14341	
YNL332W	THI12	chrXIV	+	14730	16032	
YNL331C	AAD14	chrXIV	-	17473	16033	
YNL330C	"RPD3, MOF6, SDS6, SDI2, REC3"	chrXIV	-	19369	17905	
YNL329C	"PEX6, PAS8"	chrXIV	-	22735	19363	
YNL328C	MDJ2	chrXIV	-	23385	19481	
YNL327W	EGT2	chrXIV	+	24006	27110	
YNL326C	PFA3	chrXIV	-	28402	27378	
YNL325C	FIG4	chrXIV	-	31410	28786	
YNL323W	"LEM3, ROS3, BRE3"	chrXIV	+	31878	33214	
YNL322C	KRE1	chrXIV	-	34274	33194	
YNL321W		chrXIV	+	34670	37502	
YNL320W		chrXIV	+	37622	38718	
YNL318C	HXT14	chrXIV	-	40431	38529	
YNL317W	PFS2	chrXIV	+	40606	41934	
SUT741		chrXIV	-	41902	41854	
YNL316C	PHA2	chrXIV	-	43146	42018	
anti-YNL315C		chrXIV	+	43215	43332	
YNL315C	ATP11	chrXIV	-	44314	43514	
YNL314W	DAL82	chrXIV	+	44414	45206	
YNL313C		chrXIV	-	48058	45298	
YNL312W	"RFA2, RPA2, BUF1"	chrXIV	+	48185	49394	
YNL311C		chrXIV	-	51706	49370	
YNL310C	"ZIM17, HEP1, TIM15, FMP28"	chrXIV	-	52458	51802	
YNL309W	STB1	chrXIV	+	52598	54070	
YNL308C	KRI1	chrXIV	-	55930	54130	
YNL307C	"MCK1, YPK1"	chrXIV	-	57745	56106	
YNL306W	"MRPS18, YmS18"	chrXIV	+	58117	58821	
YNL305C		chrXIV	-	59833	58809	
YNL304W	YPT11	chrXIV	+	60269	61637	
YNL302C	"RPS19B, RP55B"	chrXIV	-	63065	62361	
YNL301C	"RPL18B, RP28B"	chrXIV	-	64617	64441	
Unit516		chrXIV	-	65225	64825	
YNL300W	TOS6	chrXIV	+	65637	66277	
SUT742		chrXIV	-	66246	65758	
YNL299W	TRF5	chrXIV	+	66421	68493	
CUT798		chrXIV	-	68415	67862	
YNL298W	"CLA4, ERC10"	chrXIV	+	68749	71485	
YNL297C	"MON2, YSL2"	chrXIV	-	76625	71641	
YNL295W		chrXIV	+	76773	78165	
YNL294C	"RIM21, PAL2"	chrXIV	-	80441	78617	
YNL293W	"MSB3, GYP3"	chrXIV	+	80549	82621	
YNL292W	PUS4	chrXIV	+	82765	83893	
YNL291C	MID1	chrXIV	-	86041	84065	
YNL290W	RFC3	chrXIV	+	86189	87357	
CUT799		chrXIV	-	87319	86863	
YNL289W	"PCL1, HCS26"	chrXIV	+	87813	88877	
Unit517		chrXIV	-	89041	88753	
CUT314		chrXIV	+	89451	89699	
CUT800		chrXIV	-	89887	89623	
YNL288W	CAF40	chrXIV	+	90157	91565	
YNL287W	SEC21	chrXIV	+	91789	94965	
YNL286W	CUS2	chrXIV	+	94949	96109	
YNL284C	"MRPL10, YmL18, MRPL18, YmL10"	chrXIV	-	104065	103305	
CUT315		chrXIV	+	104275	104642	
YNL283C	"WSC2, STA3"	chrXIV	-	107145	105017	
YNL282W	POP3	chrXIV	+	107613	108421	
YNL281W	HCH1	chrXIV	+	108413	109109	
CUT316		chrXIV	+	109123	109403	
YNL280C	ERG24	chrXIV	-	110481	108961	
YNL279W	PRM1	chrXIV	+	110901	112765	
SUT743		chrXIV	-	112903	110847	
YNL278W	CAF120	chrXIV	+	113169	116631	
CUT802		chrXIV	-	116575	116199	
YNL277W-A		chrXIV	+	116577	117045	
YNL277W	MET2	chrXIV	+	117245	119245	
YNL275W		chrXIV	+	119229	121029	
YNL274C		chrXIV	-	122209	121177	
YNL273W	TOF1	chrXIV	+	122829	126229	
YNL272C	SEC2	chrXIV	-	129177	126793	
YNL271C	"BNI1, SHE5, PPF3"	chrXIV	-	135656	130544	
YNL269W	BSC4	chrXIV	+	137597	138272	
YNL270C	"ALP1, APL1"	chrXIV	-	137763	135762	
YNL268W	LYP1	chrXIV	+	138476	140508	
YNL267W	"PIK1, PIK120, PIK41"	chrXIV	+	140749	144236	
YNL265C	IST1	chrXIV	-	145144	144176	
CUT317		chrXIV	+	145514	145850	
YNL264C	"PDR17, SFH4, ISS1"	chrXIV	-	146648	145416	
YNL263C	YIF1	chrXIV	-	147984	147040	
YNL262W	"POL2, DUN2"	chrXIV	+	148188	155068	
CUT803		chrXIV	-	154838	154510	
YNL261W	ORC5	chrXIV	+	155084	156460	
YNL260C		chrXIV	-	157384	156560	
YNL259C	ATX1	chrXIV	-	157904	157544	
YNL258C	DSL1	chrXIV	-	160416	158120	
YNL257C	SIP3	chrXIV	-	164384	160624	
YNL256W	FOL1	chrXIV	+	164556	166932	
YNL255C	GIS2	chrXIV	-	167824	167081	
CUT319		chrXIV	+	168066	168618	
SUT323		chrXIV	+	169082	169818	
YNL254C		chrXIV	-	169288	167808	
YNL253W	TEX1	chrXIV	+	169972	171364	
YNL252C	"MRPL17, MRPL30, YmL30"	chrXIV	-	172304	171584	
YNL251C	NRD1	chrXIV	-	174600	172560	
CUT320		chrXIV	+	174890	175234	
YNL250W	RAD50	chrXIV	+	175308	179526	
YNL249C	MPA43	chrXIV	-	181232	179016	
YNL248C	"RPA49, A49"	chrXIV	-	182680	181216	
YNL247W		chrXIV	+	182876	185292	
CUT804		chrXIV	-	185238	185014	
YNL246W	VPS75	chrXIV	+	185308	185604	
YNL245C	CWC25	chrXIV	-	186928	185752	
YNL244C	"SUI1, eIF1, eIF-1, RFR1, MOF2"	chrXIV	-	187520	187056	
YNL243W	"SLA2, MOP2, END4"	chrXIV	+	187988	190956	
YNL242W	"ATG2, APG2, AUT8, SPO72"	chrXIV	+	190940	197116	
YNL241C	"ZWF1, POS10, MET19"	chrXIV	-	198000	196296	
CUT321		chrXIV	+	198186	198514	
YNL240C	NAR1	chrXIV	-	200040	197984	
YNL239W	"LAP3, YCP1, GAL6, BLH1"	chrXIV	+	200412	201700	
SUT744		chrXIV	-	201982	201694	
YNL238W	"KEX2, kexin, yscF, SRB1, VMA45, QDS1"	chrXIV	+	202156	204852	
YNL237W	YTP1	chrXIV	+	204836	206884	
anti149		chrXIV	-	206704	204983	
YNL236W	"SIN4, MED16, RYE1, TSF3, SSN4, SSF5, SDI3, GAL22, BEL2"	chrXIV	+	206869	209852	
YNL234W		chrXIV	+	210172	211580	
YNL233W	BNI4	chrXIV	+	211740	214652	
YNL232W	"CSL4, SKI4"	chrXIV	+	214844	215836	
YNL231C	"PDR16, SFH3"	chrXIV	-	217272	215912	
Unit519		chrXIV	-	217297	217101	
CUT322		chrXIV	+	217730	218394	
YNL230C	ELA1	chrXIV	-	218696	217256	
YNL229C	"URE2, [URE3]"	chrXIV	-	220416	218968	
YNL227C	JJJ1	chrXIV	-	222533	220481	
YNL225C	CNM67	chrXIV	-	224512	220616	
YNL224C		chrXIV	-	227208	224809	
YNL223W	"ATG4, AUT2, APG4"	chrXIV	+	227356	229060	
YNL222W	SSU72	chrXIV	+	229044	229868	
CUT323		chrXIV	+	229906	230026	
YNL221C	POP1	chrXIV	-	233784	230920	
YNL220W	"ADE12, BRA9"	chrXIV	+	234300	235804	
YNL219C	ALG9	chrXIV	-	237824	236104	
YNL218W	MGS1	chrXIV	+	238148	240308	
YNL217W		chrXIV	+	240292	241340	
CUT805		chrXIV	-	241342	240886	
YNL216W	"RAP1, TUF1, TBA1, GRF1"	chrXIV	+	241572	244164	
YNL215W	IES2	chrXIV	+	244340	245444	
YNL214W	"PEX17, PAS9"	chrXIV	+	245596	246236	
YNL213C		chrXIV	-	247200	246368	
YNL212W	VID27	chrXIV	+	247396	249628	
YNL211C		chrXIV	-	250336	249840	
YNL210W	MER1	chrXIV	+	250829	251921	
SUT746		chrXIV	-	251742	250782	
YNL209W	"SSB2, YG103"	chrXIV	+	251957	254078	
YNL208W		chrXIV	+	254364	255108	
YNL207W	RIO2	chrXIV	+	255212	256660	
YNL206C	RTT106	chrXIV	-	258257	256610	
CUT327		chrXIV	+	258434	258786	
YNL204C	"SPS18, SPX18"	chrXIV	-	259379	258197	
YNL202W	"SPS19, SPX19"	chrXIV	+	259444	260396	
YNL201C	PSY2	chrXIV	-	263536	261216	
YNL200C		chrXIV	-	264592	263648	
YNL199C	GCR2	chrXIV	-	266664	264848	
YNL197C	WHI3	chrXIV	-	269960	266920	
SUT325		chrXIV	+	270274	270746	
YNL196C		chrXIV	-	271000	270881	
YNL195C		chrXIV	-	272016	271544	
SUT326		chrXIV	+	272026	274066	
YNL194C		chrXIV	-	273717	272532	
YNL193W		chrXIV	+	274348	276036	
CUT806		chrXIV	-	276078	275270	
YNL192W	"CHS1, USA4"	chrXIV	+	276340	279780	
YNL191W		chrXIV	+	280364	281596	
YNL190W		chrXIV	+	282124	283075	
Unit520		chrXIV	-	283484	283092	
YNL189W	"SRP1, SCM1, KAP60"	chrXIV	+	284044	284900	
YNL188W	KAR1	chrXIV	+	286236	287556	
YNL187W		chrXIV	+	287780	289315	
YNL186W	"UBP10, DOT4"	chrXIV	+	289299	291947	
YNL185C	"MRPL19, YmL19"	chrXIV	-	292783	292143	
YNL183C	NPR1	chrXIV	-	295719	293159	
YNL182C	IPI3	chrXIV	-	297695	295935	
YNL181W		chrXIV	+	298251	299579	
YNL180C	RHO5	chrXIV	-	300847	299623	
YNL178W	"RPS3, SUF14"	chrXIV	+	302643	303459	
YNL177C	MRPL22	chrXIV	-	304663	303615	
YNL176C		chrXIV	-	307167	305383	
YNL175C	NOP13	chrXIV	-	308663	307511	
YNL173C	MDG1	chrXIV	-	310111	308911	
YNL172W	APC1	chrXIV	+	310667	316115	
YNL169C	PSD1	chrXIV	-	317773	315991	
anti153		chrXIV	+	318666	319419	
YNL168C		chrXIV	-	318879	316111	
YNL167C	"SKO1, ACR1"	chrXIV	-	321711	319280	
anti-YNL166C		chrXIV	+	321890	322274	
YNL166C	BNI5	chrXIV	-	323599	322135	
YNL165W		chrXIV	+	323731	325155	
YNL164C	IBD2	chrXIV	-	326495	325175	
YNL163C	"RIA1, EFL1"	chrXIV	-	330119	326759	
YNL162W-A		chrXIV	+	330227	330725	
YNL162W	RPL42A	chrXIV	+	331275	331851	
YNL161W	CBK1	chrXIV	+	332435	335211	
YNL160W	YGP1	chrXIV	+	336483	337787	
SUT747		chrXIV	-	337741	335173	
CUT330		chrXIV	+	338001	338337	
YNL159C	ASI2	chrXIV	-	339391	338215	
YNL158W	PGA1	chrXIV	+	339555	340907	
YNL157W		chrXIV	+	340250	341036	
CUT331		chrXIV	+	340945	341049	
YNL156C	NSG2	chrXIV	-	342183	341671	
YNL155W		chrXIV	+	342371	343435	
YNL154C	YCK2	chrXIV	-	345378	343458	
YNL153C	"GIM3, PFD4"	chrXIV	-	346095	343535	
YNL152W		chrXIV	+	346291	347539	
YNL151C	"RPC31, C31, RPC8, ACP2"	chrXIV	-	348591	347655	
CUT332		chrXIV	+	348761	349185	
YNL149C		chrXIV	-	349807	349343	
YNL148C	ALF1	chrXIV	-	350703	349791	
YNL147W	LSM7	chrXIV	+	350875	350963	
YNL146W		chrXIV	+	351395	352363	
YNL146C-A		chrXIV	-	351682	351208	
YNL145W	MFA2	chrXIV	+	352347	352691	
YNL144C		chrXIV	-	354615	352583	
SUT329		chrXIV	+	355777	356385	
Unit522		chrXIV	-	356701	356371	
YNL142W	MEP2	chrXIV	+	357171	358971	
CUT808		chrXIV	-	359237	358925	
YNL141W	AAH1	chrXIV	+	359547	360331	
YNL139C	"RLR1, LDB5, ZRG13, THO2"	chrXIV	-	365823	360823	
YNL138W-A	"YSF3, RCP10"	chrXIV	+	365931	366590	
CUT809		chrXIV	-	366501	366269	
YNL138W	"SRV2, CAP"	chrXIV	+	366699	368339	
anti154		chrXIV	-	367599	367534	
YNL137C	"NAM9, MNA6"	chrXIV	-	370159	368655	
YNL136W	EAF7	chrXIV	+	370331	371587	
YNL135C	"FPR1, FKBP12, RBP1, FKB1"	chrXIV	-	372255	371671	
SUT330		chrXIV	+	372473	374265	
YNL134C		chrXIV	-	373647	372391	
CUT333		chrXIV	+	374329	374513	
YNL133C	FYV6	chrXIV	-	374727	374159	
YNL132W	KRE33	chrXIV	+	375227	378491	
YNL131W	"TOM22, MOM22, MAS22, MAS17"	chrXIV	+	378691	379435	
YNL130C	CPT1	chrXIV	-	380871	380775	
YNL129W	NRK1	chrXIV	+	381379	382395	
YNL130C-A		chrXIV	-	381493	381067	
anti-YNL129W		chrXIV	-	382078	381810	
YNL128W	TEP1	chrXIV	+	382257	383841	
YNL127W	FAR11	chrXIV	+	383859	387171	
YNL126W	SPC98	chrXIV	+	387155	389811	
YNL125C	"ESBP6, MCH3"	chrXIV	-	392359	390047	
YNL124W	NAF1	chrXIV	+	392859	394443	
YNL123W	"NMA111, YNM3"	chrXIV	+	394643	397691	
YNL122C		chrXIV	-	398351	397895	
YNL121C	"TOM70, OMP1, MOM72, MAS70"	chrXIV	-	400583	398599	
YNL119W	NCS2	chrXIV	+	400995	402611	
YNL118C	"DCP2, PSU1"	chrXIV	-	405615	402527	
YNL117W	MLS1	chrXIV	+	406256	408200	
CUT811		chrXIV	-	408101	407701	
YNL116W	"DMA2, CHF2"	chrXIV	+	408275	410122	
YNL115C		chrXIV	-	412119	410007	
Unit531		chrXIV	+	412233	412543	
YNL113W	"RPC19, AC19"	chrXIV	+	412707	413323	
YNL112W	DBP2	chrXIV	+	413587	414915	
SUT331		chrXIV	+	416601	416793	
YNL111C	CYB5	chrXIV	-	417511	416831	
CUT335		chrXIV	+	417833	418153	
YNL110C	NOP15	chrXIV	-	418574	417727	
YNL108C	HUF	chrXIV	-	419863	419095	
YNL107W	YAF9	chrXIV	+	420051	420859	
YNL106C	"INP52, SJL2"	chrXIV	-	424807	420959	
YNL104C	LEU4	chrXIV	-	426919	425263	
Unit523		chrXIV	-	427242	426898	
YNL103W	MET4	chrXIV	+	427571	429779	
YNL102W	"POL1, HPR3, CRT5, CDC17"	chrXIV	+	429995	433723	
CUT812		chrXIV	-	434589	434269	
YNL101W	AVT4	chrXIV	+	434787	437331	
YNL100W		chrXIV	+	437563	438331	
YNL099C	OCA1	chrXIV	-	439327	438359	
YNL098C	"RAS2, TSL7, GLC5, CYR3, CTN5"	chrXIV	-	440759	439527	
YNL097C-B	YNL097C-A	chrXIV	-	441021	440619	
anti-YNL097C		chrXIV	+	441119	441409	
YNL097C	PHO23	chrXIV	-	442511	441455	
YNL096C	RPS7B	chrXIV	-	444367	444167	
anti156		chrXIV	+	444770	446843	
YNL095C		chrXIV	-	447023	444783	
YNL094W	APP1	chrXIV	+	447331	449523	
YNL093W	YPT53	chrXIV	+	449766	450708	
YNL092W		chrXIV	+	450769	452251	
YNL091W	NST1	chrXIV	+	452259	454307	
YNL090W	RHO2	chrXIV	+	456387	457347	
YNL088W	"TOP2, TRF3, TOR3"	chrXIV	+	457331	460474	
CUT813		chrXIV	-	459429	458797	
YNL087W	TCB2	chrXIV	+	462267	466051	
YNL086W		chrXIV	+	466035	466875	
SUT748		chrXIV	-	466637	466117	
YNL085W	MKT1	chrXIV	+	466859	469947	
YNL084C	END3	chrXIV	-	471167	470039	
YNL083W	SAL1	chrXIV	+	471315	476476	
YNL082W	PMS1	chrXIV	+	473289	476190	
YNL081C	SWS2	chrXIV	-	476664	476056	
YNL080C		chrXIV	-	478216	476832	
YNL079C	"TPM1, tropomyosin"	chrXIV	-	479232	478456	
YNL078W	"NIS1, JIP1"	chrXIV	+	479740	481020	
YNL077W	APJ1	chrXIV	+	481004	482932	
YNL076W	"MKS1, LYS80"	chrXIV	+	483284	485308	
CUT815		chrXIV	-	485262	483654	
YNL075W	IMP4	chrXIV	+	485508	486420	
YNL074C	"MLF3, YMK1"	chrXIV	-	488184	486936	
YNL073W	MSK1	chrXIV	+	488364	490180	
YNL072W	"RNH201, Rnh2A, RNH35"	chrXIV	+	490284	491172	
YNL071W	"LAT1, PDA2, ODP2"	chrXIV	+	491468	492844	
YNL070W	"TOM7, YOK22, MOM7"	chrXIV	+	493284	493628	
YNL069C	"RPL16B, RP23"	chrXIV	-	495032	494968	
YNL068C	FKH2	chrXIV	-	498520	495536	
CUT336		chrXIV	+	498842	499122	
YNL067W-B	YNL067W-A	chrXIV	+	499315	499735	
YNL067W	RPL9B	chrXIV	+	499620	500348	
YNL066W	"SUN4, SCW3"	chrXIV	+	501500	502988	
YNL065W	AQR1	chrXIV	+	503628	505524	
YNL064C	"YDJ1, HSP40, MAS5"	chrXIV	-	507305	505889	
Unit524		chrXIV	-	507403	507208	
YNL063W	MTQ1	chrXIV	+	507653	508765	
YNL062C	"GCD10, TRM6"	chrXIV	-	510257	509145	
YNL061W	"NOP2, YNA1"	chrXIV	+	510485	511741	
YNL059C	ARP5	chrXIV	-	514977	512626	
YNL058C		chrXIV	-	516777	515905	
Unit525		chrXIV	-	517073	516781	
YNL056W	OCA2	chrXIV	+	517133	517949	
YNL055C	"POR1, YVDAC1, OMP2"	chrXIV	-	518913	518041	
CUT816		chrXIV	-	525823	525559	
YNL054W	VAC7	chrXIV	+	526037	531477	
CUT817		chrXIV	-	529559	529159	
YNL053W	MSG5	chrXIV	+	529840	531589	
SUT749		chrXIV	-	531455	529847	
YNL052W	COX5A	chrXIV	+	531685	532341	
YNL051W	"COG5, COD4, API4"	chrXIV	+	532573	533373	
YNL050C		chrXIV	-	534881	534073	
YNL049C	SFB2	chrXIV	-	537929	535409	
YNL048W	ALG11	chrXIV	+	538141	539917	
YNL047C	"SLM2, LIT1"	chrXIV	-	541983	539733	
YNL046W		chrXIV	+	542285	542605	
YNL045W		chrXIV	+	542589	544781	
SUT750		chrXIV	-	543135	542119	
YNL044W	YIP3	chrXIV	+	545181	545293	
YNL042W-B		chrXIV	+	547011	547548	
YNL042W	BOP3	chrXIV	+	547925	549397	
YNL041C	"COG6, SEC37, COD2"	chrXIV	-	552041	549289	
YNL040W		chrXIV	+	553349	556837	
YNL039W	"BDP1, TFC5"	chrXIV	+	554946	557010	
YNL038W	GPI15	chrXIV	+	556989	557581	
YNL037C	IDH1	chrXIV	-	559129	557857	
YNL036W	"NCE103, NCE3"	chrXIV	+	559685	560149	
CUT340		chrXIV	+	568307	569115	
YNL035C		chrXIV	-	569761	568545	
YNL034W		chrXIV	+	570375	572493	
YNL033W		chrXIV	+	572897	574031	
YNL032W	"SIW14, OCA3"	chrXIV	+	574340	575339	
YNL031C	HHT2	chrXIV	-	576080	575383	
YNL030W	HHF2	chrXIV	+	576685	577165	
YNL029C	KTR5	chrXIV	-	578817	577217	
YNL027W	"CRZ1, TCN1, HAL8"	chrXIV	+	579469	581621	
YNL026W	"SAM50, TOB55, OMP85"	chrXIV	+	581885	583349	
YNL025C	"SSN8, CycC, RYE2, UME3, SRB11, NUT9, GIG3"	chrXIV	-	585351	583641	
CUT342		chrXIV	+	586428	586611	
YNL024C-A		chrXIV	-	586922	586424	
SUT335		chrXIV	+	587267	588251	
YNL024C		chrXIV	-	587865	587126	
Unit534		chrXIV	+	591194	591414	
YNL023C	FAP1	chrXIV	-	591217	588433	
YNL022C		chrXIV	-	592921	591441	
YNL021W	HDA1	chrXIV	+	593156	595365	
YNL020C	ARK1	chrXIV	-	597665	595561	
YNL019C		chrXIV	-	599332	598198	
YNL018C		chrXIV	-	601876	599758	
YNL016W	"PUB1, RNP1"	chrXIV	+	602797	604693	
SUT751		chrXIV	-	605247	604471	
YNL015W	"PBI2, IB2, I2B, LMA1"	chrXIV	+	605309	605733	
YNL014W	"HEF3, EF-3, ZRG7"	chrXIV	+	606501	608789	
YNL012W	SPO1	chrXIV	+	609584	611843	
SUT752		chrXIV	-	611103	609999	
YNL011C		chrXIV	-	613297	612001	
YNL010W		chrXIV	+	613573	614501	
YNL009W	IDP3	chrXIV	+	614719	616261	
YNL008C	ASI3	chrXIV	-	618272	616393	
YNL007C	SIS1	chrXIV	-	619720	618432	
YNL006W	LST8	chrXIV	+	620012	621092	
YNL005C	"MRP7, MRPL2, YmL2"	chrXIV	-	622480	621232	
YNL004W	"HRB1, TOM34"	chrXIV	+	623284	624700	
YNL003C	"PET8, SAM5"	chrXIV	-	625904	625112	
YNL002C	"RLP7, RPL7"	chrXIV	-	627184	626104	
YNL001W	DOM34	chrXIV	+	627396	628668	
SUT337		chrXIV	+	629258	629514	
YNR001C	"CIT1, LYS6, CS1"	chrXIV	-	631240	629504	
SUT338		chrXIV	+	632810	633850	
anti-YNR002C-2		chrXIV	+	633788	634000	
YNR002C	"ATO2, FUN34"	chrXIV	-	633958	632830	
YNR003C	"RPC34, C34"	chrXIV	-	635328	634312	
YNR004W		chrXIV	+	635476	636756	
Unit535		chrXIV	+	635513	635799	
SUT753		chrXIV	-	636862	635430	
YNR006W	"VPS27, DID7, VPT27, VPL27, VPL23, SSV17, GRD11"	chrXIV	+	636948	638820	
YNR007C	"ATG3, AUT1, APG3"	chrXIV	-	640168	639088	
YNR008W	LRO1	chrXIV	+	640340	642676	
YNR009W		chrXIV	+	642660	643460	
YNR010W	"CSE2, MED9"	chrXIV	+	643444	644284	
YNR011C	"PRP2, RNA2"	chrXIV	-	646936	644288	
YNR012W	URK1	chrXIV	+	647340	648980	
YNR013C	PHO91	chrXIV	-	651760	648920	
YNR014W		chrXIV	+	652412	653380	
anti158		chrXIV	-	653208	652479	
YNR015W	"SMM1, DUS2"	chrXIV	+	653364	654588	
YNR016C	"ACC1, MTR7, FAS3, ABP2"	chrXIV	-	661476	654495	
YNR017W	"MAS6, TIM23, MPI3, MIM23"	chrXIV	+	662620	663772	
Unit536		chrXIV	+	662661	662784	
CUT818		chrXIV	-	663662	663294	
YNR018W		chrXIV	+	664204	664988	
YNR019W	"ARE2, SAT1"	chrXIV	+	665284	666988	
YNR020C		chrXIV	-	668136	667392	
YNR021W		chrXIV	+	668316	669604	
YNR022C	MRPL50	chrXIV	-	670232	669696	
YNR023W	"SNF12, SWP73"	chrXIV	+	670348	672204	
YNR024W		chrXIV	+	672364	672972	
YNR026C	"SEC12, SED2"	chrXIV	-	674736	673024	
YNR027W	BUD17	chrXIV	+	674876	675860	
YNR028W	CPR8	chrXIV	+	676092	677196	
YNR029C		chrXIV	-	678528	677112	
YNR030W	"ALG12, ECM39"	chrXIV	+	678716	680524	
YNR031C	SSK2	chrXIV	-	685760	679600	
YNR032W	PPG1	chrXIV	+	685892	687236	
YNR032C-A	HUB1	chrXIV	-	687566	687065	
YNR033W	ABZ1	chrXIV	+	687612	689980	
YNR034W	SOL1	chrXIV	+	690212	691428	
Unit528		chrXIV	-	692247	691659	
Unit537		chrXIV	+	692395	692534	
YNR034W-A		chrXIV	+	692459	693035	
YNR035C	"ARC35, END9"	chrXIV	-	694080	693024	
YNR036C		chrXIV	-	694848	694256	
YNR037C	RSM19	chrXIV	-	695360	694984	
YNR038W	DBP6	chrXIV	+	695580	697508	
YNR039C	ZRG17	chrXIV	-	699472	697512	
YNR040W		chrXIV	+	699668	700468	
YNR041C	COQ2	chrXIV	-	701720	700528	
YNR043W	"MVD1, ERG19"	chrXIV	+	701844	703156	
YNR044W	AGA1	chrXIV	+	703652	705660	
SUT755		chrXIV	-	705942	705326	
YNR045W	PET494	chrXIV	+	706100	707748	
CUT819		chrXIV	-	707558	707118	
YNR046W	TRM112	chrXIV	+	707732	708252	
YNR047W		chrXIV	+	708452	710852	
YNR048W	CRF1	chrXIV	+	711580	712812	
YNR049C	MSO1	chrXIV	-	713776	713016	
YNR050C	"LYS9, LYS13"	chrXIV	-	715496	713921	
CUT350		chrXIV	+	716434	716706	
YNR051C	BRE5	chrXIV	-	718429	716602	
YNR052C	"POP2, CAF1"	chrXIV	-	720768	719464	
YNR053C	NOG2	chrXIV	-	723161	722297	
CUT351		chrXIV	+	723403	724075	
YNR054C	"ESF2, ABT1"	chrXIV	-	724337	723321	
SUT339		chrXIV	+	724499	725971	
SUT340		chrXIV	+	727835	728059	
SUT341		chrXIV	+	728483	730171	
YNR055C	HOL1	chrXIV	-	730649	728617	
SUT342		chrXIV	+	731315	733156	
YNR056C	BIO5	chrXIV	-	733405	731440	
YNR057C	BIO4	chrXIV	-	733834	733242	
YNR058W	BIO3	chrXIV	+	734390	735614	
SUT756		chrXIV	-	736160	735848	
CUT820		chrXIV	-	736480	736216	
YNR059W	MNT4	chrXIV	+	736702	738582	
YNR060W	FRE4	chrXIV	+	739849	742288	
SUT757		chrXIV	-	742216	740432	
SUT343		chrXIV	+	742316	742572	
YNR061C		chrXIV	-	743634	742594	
SUT344		chrXIV	+	743828	746372	
YNR062C		chrXIV	-	745445	744182	
YNR063W		chrXIV	+	746878	749710	
YNR064C		chrXIV	-	750110	748958	
YNR065C		chrXIV	-	753802	750172	
YNR066C		chrXIV	-	755082	752402	
anti-YNR067C		chrXIV	+	755219	755790	
YNR067C	"DSE4, ENG1"	chrXIV	-	759146	755762	
SUT345		chrXIV	+	759988	760420	
YNR068C		chrXIV	-	760987	759889	
CUT353		chrXIV	+	763076	764044	
YNR069C	BSC5	chrXIV	-	763090	760226	
SUT346		chrXIV	+	764324	764740	
YNR070W	PDR18	chrXIV	+	765273	769554	
SUT760		chrXIV	-	769384	766608	
YNR071C		chrXIV	-	771570	770262	
YNR072W	HXT17	chrXIV	+	772555	774529	
anti162		chrXIV	-	774450	771601	
YNR073C		chrXIV	-	776370	776291	
YNR074C	"AIF1, CPD1"	chrXIV	-	778890	777506	
Unit541		chrXIV	+	779114	779524	
YNR075W	COS10	chrXIV	+	779814	781218	
YNR075C-A		chrXIV	-	781705	781333	
YNR076W	PAU6	chrXIV	+	781816	782458	
YOL166W-A		chrXV	+	483	918	
YOL165C	AAD15	chrXV	-	2180	1469	
YOL164W-A		chrXV	+	4028	4490	
YOL164W	BDS1	chrXV	+	5933	7093	
SUT761		chrXV	-	6893	5589	
SUT762		chrXV	-	7933	6957	
SUT347		chrXV	+	8666	9066	
YOL163W		chrXV	+	9495	10284	
YOL162W		chrXV	+	10017	10944	
YOL161C		chrXV	-	12013	11371	
YOL159C-A		chrXV	-	15607	15055	
SUT348		chrXV	+	15690	16402	
YOL159C		chrXV	-	17842	17162	
YOL158C	"ENB1, ARN4"	chrXV	-	21442	19386	
SUT349		chrXV	+	21866	22234	
YOL157C		chrXV	-	24396	22347	
YOL156W	"HXT11, LGT3"	chrXV	+	25171	27154	
YOL155W-A		chrXV	+	26982	27396	
Unit543		chrXV	-	27836	27308	
anti164		chrXV	+	28349	30382	
SUT350		chrXV	+	31666	33258	
YOL155C		chrXV	-	31666	29010	
YOL154W	ZPS1	chrXV	+	34382	35430	
SUT763		chrXV	-	35638	34574	
SUT352		chrXV	+	35898	38666	
Unit583		chrXV	+	38818	39585	
SUT764		chrXV	-	40222	39078	
SUT354		chrXV	+	40322	40570	
YOL152W	FRE7	chrXV	+	40646	42788	
SUT765		chrXV	-	43295	40966	
YOL151W	GRE2	chrXV	+	43654	44414	
YOL149W	DCP1	chrXV	+	44910	45622	
YOL148C	"SPT20, ADA5"	chrXV	-	47634	45778	
YOL147C	"PEX11, PMP27, PMP24"	chrXV	-	48674	47778	
YOL146W	PSF3	chrXV	+	48838	49510	
YOL145C	"CTR9, CDP1"	chrXV	-	52842	49530	
YOL144W	NOP8	chrXV	+	53054	53942	
YOL143C	RIB4	chrXV	-	55170	54522	
YOL142W	RRP40	chrXV	+	55526	56286	
YOL141W	"PPM2, TYW4"	chrXV	+	56270	58765	
YOL140W	ARG8	chrXV	+	58657	60208	
YOL139C	"CDC33, eIF-4E, TIF45"	chrXV	-	61113	60401	
anti165		chrXV	+	64036	64109	
YOL138C		chrXV	-	65417	61313	
